date,station,PM2.5,PM10,wind_speed,wind_dir,humidity,temperature,rainfall,NO2,NH3,CO,SO2,Ozone
2019-09-26,"Vindhyachal STPS, Singrauli - MPPCB",14.72,28.98,19.2,146,92,24.1,15.0,14.73,11.55,0.6,27.58,28.79
2019-09-27,"Vindhyachal STPS, Singrauli - MPPCB",15.57,26.62,13.0,182,94,24.0,36.2,20.23,10.3,0.86,25.11,15.41
2019-09-28,"Vindhyachal STPS, Singrauli - MPPCB",10.01,24.71,18.8,223,92,23.7,23.7,20.35,8.97,0.54,23.13,21.16
2019-09-29,"Vindhyachal STPS, Singrauli - MPPCB",21.700000000000003,44.545,21.1,240,91,23.6,31.7,39.235,10.25,0.72,26.265,24.415
2019-09-30,"Vindhyachal STPS, Singrauli - MPPCB",33.39,64.38,20.4,273,89,24.1,7.1,58.12,11.53,0.9,29.4,27.67
2019-10-01,"Vindhyachal STPS, Singrauli - MPPCB",20.74,53.51,16.9,272,89,25.0,4.0,45.47,9.41,0.67,36.24,17.52
2019-10-02,"Vindhyachal STPS, Singrauli - MPPCB",15.78,40.74,13.0,186,87,25.4,12.6,15.74,10.56,0.64,44.67,42.32
2019-10-03,"Vindhyachal STPS, Singrauli - MPPCB",15.83,35.65,18.5,286,90,24.0,3.0,21.56,9.99,0.67,33.09,34.12
2019-10-04,"Vindhyachal STPS, Singrauli - MPPCB",29.19,53.8,16.3,303,91,24.4,3.2,53.57,10.37,0.82,39.83,30.64
2019-10-05,"Vindhyachal STPS, Singrauli - MPPCB",47.85,110.5,8.6,339,85,25.2,1.8,91.04,12.06,1.17,46.25,28.56
2019-10-06,"Vindhyachal STPS, Singrauli - MPPCB",69.97,162.42,8.3,353,77,25.7,0.3,117.47,13.36,1.34,49.9,29.18
2019-10-07,"Vindhyachal STPS, Singrauli - MPPCB",63.27,142.17,11.3,2,75,25.6,0.0,97.85,14.34,1.13,54.38,41.84
2019-10-08,"Vindhyachal STPS, Singrauli - MPPCB",82.83,177.47,8.7,5,72,25.5,0.0,112.19,27.98,1.17,54.6,54.68
2019-10-09,"Vindhyachal STPS, Singrauli - MPPCB",61.88,142.86,10.5,28,82,25.0,0.6,87.62,51.21,1.09,47.63,46.88
2019-10-10,"Vindhyachal STPS, Singrauli - MPPCB",70.31,149.47,7.7,359,86,24.9,1.2,155.84,51.97,1.15,40.13,11.19
2019-10-11,"Vindhyachal STPS, Singrauli - MPPCB",73.42,169.12,9.2,346,75,24.7,0.2,181.72,47.55,1.14,29.88,11.58
2019-10-12,"Vindhyachal STPS, Singrauli - MPPCB",82.04,222.85,7.7,28,70,24.7,0.0,155.98,54.5,0.89,55.03,33.34
2019-10-13,"Vindhyachal STPS, Singrauli - MPPCB",52.05,131.45,9.6,321,68,24.7,0.0,56.02,66.81,0.44,47.57,101.92
2019-10-14,"Vindhyachal STPS, Singrauli - MPPCB",74.5,224.96,9.3,327,69,24.3,0.0,187.98,55.5,0.44,40.59,49.3
2019-10-15,"Vindhyachal STPS, Singrauli - MPPCB",79.0,251.56,8.8,75,72,24.2,0.0,168.14,57.22,0.46,55.79,35.43
2019-10-16,"Vindhyachal STPS, Singrauli - MPPCB",87.63,232.19,9.5,58,75,24.1,0.3,148.07,58.8,0.6,56.82,24.85
2019-10-17,"Vindhyachal STPS, Singrauli - MPPCB",108.0,305.37,10.5,76,75,24.6,0.0,189.37,58.86,0.945,47.15,27.73
2019-10-18,"Vindhyachal STPS, Singrauli - MPPCB",70.2,185.29,10.8,85,81,24.9,2.9,78.86,42.6,1.29,48.28,51.81
2019-10-19,"Vindhyachal STPS, Singrauli - MPPCB",37.39,92.21,9.1,60,90,24.2,10.6,68.83,30.39,1.6349999999999998,53.74,35.85
2019-10-20,"Vindhyachal STPS, Singrauli - MPPCB",72.38,134.0,11.7,346,94,23.1,20.2,121.14,34.23,1.98,50.88,8.04
2019-10-21,"Vindhyachal STPS, Singrauli - MPPCB",80.74,168.54,11.4,318,84,23.7,0.4,96.31,37.92,1.09,42.46,42.14
2019-10-22,"Vindhyachal STPS, Singrauli - MPPCB",105.99,264.8,9.7,318,75,23.5,0.0,147.49,34.58,1.87,53.83,37.58
2019-10-23,"Vindhyachal STPS, Singrauli - MPPCB",90.1,228.76,13.0,6,72,23.0,0.0,111.85,38.96,1.63,36.37,44.4
2019-10-24,"Vindhyachal STPS, Singrauli - MPPCB",56.11,168.12,14.6,68,79,23.2,0.0,60.96,43.78,2.05,84.06,45.73
2019-10-25,"Vindhyachal STPS, Singrauli - MPPCB",22.03,74.91,12.4,62,86,21.5,1.1,73.8,28.14,0.91,54.71,20.08
2019-10-26,"Vindhyachal STPS, Singrauli - MPPCB",49.88,126.2,9.8,56,88,20.9,0.1,76.78,31.33,0.48,36.03,20.63
2019-10-27,"Vindhyachal STPS, Singrauli - MPPCB",99.8,175.58,8.4,26,80,23.0,0.5,128.89,33.1,0.51,62.02,15.74
2019-10-28,"Vindhyachal STPS, Singrauli - MPPCB",97.61,232.31,7.9,88,79,23.2,0.3,128.09,44.43,0.57,47.21,20.24
2019-10-29,"Vindhyachal STPS, Singrauli - MPPCB",116.1,227.83,10.2,43,80,23.2,0.4,154.85,42.74,0.5718181818181818,48.71,32.27
2019-10-30,"Vindhyachal STPS, Singrauli - MPPCB",127.82,266.59,11.4,313,77,23.4,0.0,144.68,45.33,0.5736363636363636,37.69,40.27
2019-10-31,"Vindhyachal STPS, Singrauli - MPPCB",170.24,312.06,9.7,327,78,23.4,0.0,115.63,52.29,0.5754545454545454,21.83,46.78
2019-11-01,"Vindhyachal STPS, Singrauli - MPPCB",259.06,402.62,6.8,335,77,23.8,0.0,201.13,68.82,0.5772727272727273,50.03,57.25
2019-11-02,"Vindhyachal STPS, Singrauli - MPPCB",192.23,348.57,6.8,2,71,24.6,0.0,163.02,49.13,0.5790909090909091,32.7,52.95
2019-11-03,"Vindhyachal STPS, Singrauli - MPPCB",111.76,222.06,12.6,311,68,25.3,0.0,88.28,41.61,0.5809090909090908,25.88,45.36
2019-11-04,"Vindhyachal STPS, Singrauli - MPPCB",168.82,297.64,12.7,306,77,23.9,0.2,100.92,51.48,0.5827272727272726,37.42,89.25
2019-11-05,"Vindhyachal STPS, Singrauli - MPPCB",149.86,264.39,12.8,305,72,23.2,0.1,111.26,57.7,0.86,49.43,82.84
2019-11-06,"Vindhyachal STPS, Singrauli - MPPCB",109.42,219.06,10.9,313,65,21.9,0.0,143.46,45.17,0.86,62.67,75.74
2019-11-07,"Vindhyachal STPS, Singrauli - MPPCB",140.59,280.41,8.7,55,63,21.9,0.0,225.01,45.74,0.86,71.02,16.19
2019-11-08,"Vindhyachal STPS, Singrauli - MPPCB",108.76,228.56,10.9,65,74,21.5,0.0,89.91,33.04,0.59,36.71,74.7
2019-11-09,"Vindhyachal STPS, Singrauli - MPPCB",90.07,213.93,11.2,16,79,22.2,0.1,23.94,13.61,0.72,28.01,67.85
2019-11-10,"Vindhyachal STPS, Singrauli - MPPCB",101.275,250.465,12.3,344,74,23.3,0.0,35.36,13.285,0.71,25.795,65.365
2019-11-11,"Vindhyachal STPS, Singrauli - MPPCB",112.48,287.0,12.1,324,65,22.1,0.0,46.78,12.96,0.7,23.58,62.88
2019-11-12,"Vindhyachal STPS, Singrauli - MPPCB",132.46,311.07,9.2,318,69,21.5,0.0,48.89,13.76,0.73,23.68,24.05
2019-11-13,"Vindhyachal STPS, Singrauli - MPPCB",132.6,282.63,7.4,334,67,21.6,0.0,63.66,14.02,0.85,44.41,35.1
2019-11-14,"Vindhyachal STPS, Singrauli - MPPCB",148.82,337.24,8.7,80,66,21.5,0.0,72.38,13.39,0.57,49.37,34.66
2019-11-15,"Vindhyachal STPS, Singrauli - MPPCB",159.74,377.63,7.6,354,62,21.1,0.0,146.35,12.3,0.67,91.77,14.99
2019-11-16,"Vindhyachal STPS, Singrauli - MPPCB",121.54,364.38,9.6,306,64,20.5,0.0,60.62,10.98,0.66,35.25,19.16
2019-11-17,"Vindhyachal STPS, Singrauli - MPPCB",106.72,220.62,13.7,289,70,21.8,0.0,53.68,13.54,0.74,45.9025,38.58
2019-11-18,"Vindhyachal STPS, Singrauli - MPPCB",52.28,140.96,13.9,313,63,21.1,0.0,28.0,10.12,1.01,56.555,59.37
2019-11-19,"Vindhyachal STPS, Singrauli - MPPCB",110.25,257.6,13.6,301,66,20.5,0.0,54.96,11.04,0.92,67.2075,54.59
2019-11-20,"Vindhyachal STPS, Singrauli - MPPCB",124.56,338.66,8.6,2,67,20.5,0.0,75.35,11.53,0.64,77.86,27.79
2019-11-21,"Vindhyachal STPS, Singrauli - MPPCB",113.55,256.86,9.1,26,69,20.4,0.0,68.53,12.94,0.47,61.66,23.61
2019-11-22,"Vindhyachal STPS, Singrauli - MPPCB",121.04,268.71,10.2,333,68,20.4,0.0,79.03,12.08,0.38,72.62,40.41
2019-11-23,"Vindhyachal STPS, Singrauli - MPPCB",149.59,280.05,9.4,320,72,19.6,0.0,54.76,17.17,1.07,69.4,99.41
2019-11-24,"Vindhyachal STPS, Singrauli - MPPCB",103.66,232.925,11.7,293,69,20.4,0.0,42.035,14.040000000000001,0.775,50.505,87.065
2019-11-25,"Vindhyachal STPS, Singrauli - MPPCB",57.73,185.8,9.0,324,72,20.8,0.0,29.31,10.91,0.48,31.61,74.72
2019-11-26,"Vindhyachal STPS, Singrauli - MPPCB",104.3,300.92,9.2,82,76,21.3,0.0,74.92,12.37,0.85,56.01,29.37
2019-11-27,"Vindhyachal STPS, Singrauli - MPPCB",143.53,360.0,9.2,70,77,21.6,0.0,81.94,12.77,0.56,52.04,21.98
2019-11-28,"Vindhyachal STPS, Singrauli - MPPCB",114.25,257.75,9.0,88,76,21.8,0.0,67.32,10.45,1.28,32.11,21.78
2019-11-29,"Vindhyachal STPS, Singrauli - MPPCB",135.86,332.64,9.4,58,74,21.9,0.0,75.54,12.06,0.68,30.81,22.18
2019-11-30,"Vindhyachal STPS, Singrauli - MPPCB",156.67,346.1,9.4,12,72,20.9,0.0,72.17,12.92,0.74,37.34,22.87
2019-12-01,"Vindhyachal STPS, Singrauli - MPPCB",132.56,231.32500000000002,8.7,343,73,20.3,0.1,52.835,13.155000000000001,0.7949999999999999,31.155,40.370000000000005
2019-12-02,"Vindhyachal STPS, Singrauli - MPPCB",108.45,116.55,10.4,14,74,20.2,0.0,33.5,13.39,0.85,24.97,57.87
2019-12-03,"Vindhyachal STPS, Singrauli - MPPCB",156.85,234.07,10.9,322,69,18.8,0.2,63.46,15.99,1.25,32.46,38.52
2019-12-04,"Vindhyachal STPS, Singrauli - MPPCB",115.36,199.42,9.6,6,62,16.9,0.0,77.08,16.75,0.54,53.39,32.01
2019-12-05,"Vindhyachal STPS, Singrauli - MPPCB",166.07,288.54,9.4,46,69,16.4,0.0,70.48,15.82,1.08,38.64,31.45
2019-12-06,"Vindhyachal STPS, Singrauli - MPPCB",149.88,283.74,9.5,63,74,16.9,0.0,69.78,15.8,0.73,42.76,27.74
2019-12-07,"Vindhyachal STPS, Singrauli - MPPCB",116.97,252.17,9.4,63,80,18.2,0.0,69.01,13.69,0.92,43.67,29.49
2019-12-08,"Vindhyachal STPS, Singrauli - MPPCB",120.35,212.23,9.5,53,78,18.8,0.0,42.21,15.71,1.78,42.7,37.76
2019-12-09,"Vindhyachal STPS, Singrauli - MPPCB",147.07,311.87,8.7,78,76,18.4,0.0,85.63,13.95,1.11,70.66,45.09
2019-12-10,"Vindhyachal STPS, Singrauli - MPPCB",144.31,271.36,8.6,343,73,17.8,0.0,77.24,15.95,0.78,114.87,57.35
2019-12-11,"Vindhyachal STPS, Singrauli - MPPCB",129.74,229.59,8.7,6,75,17.7,0.0,30.29,16.03,0.9,36.04,103.38
2019-12-12,"Vindhyachal STPS, Singrauli - MPPCB",126.44,240.31,11.1,99,75,19.1,0.1,36.44,14.88,0.52,70.4,79.36
2019-12-13,"Vindhyachal STPS, Singrauli - MPPCB",46.79,58.94,13.5,111,87,17.9,5.5,20.83,10.01,0.49,19.23,42.92
2019-12-14,"Vindhyachal STPS, Singrauli - MPPCB",99.82,158.33,10.4,351,86,18.9,1.1,46.87,12.54,0.69,52.98,23.81
2019-12-15,"Vindhyachal STPS, Singrauli - MPPCB",77.46,112.27,14.4,357,93,17.1,3.6,34.87,11.68,0.83,35.66,22.97
2019-12-16,"Vindhyachal STPS, Singrauli - MPPCB",94.79,151.02,11.1,349,83,17.0,0.2,33.88,16.36,0.65,36.23,45.61
2019-12-17,"Vindhyachal STPS, Singrauli - MPPCB",93.15,124.74,11.1,328,76,15.4,0.0,29.12,18.36,0.5,25.19,56.36
2019-12-18,"Vindhyachal STPS, Singrauli - MPPCB",94.575,154.015,9.7,320,82,12.6,0.0,43.055,16.39,0.42000000000000004,69.44,49.91
2019-12-19,"Vindhyachal STPS, Singrauli - MPPCB",96.0,183.29,9.7,335,83,11.9,0.0,56.99,14.42,0.34,113.69,43.46
2019-12-20,"Vindhyachal STPS, Singrauli - MPPCB",113.36,200.28,7.7,303,77,12.5,0.0,66.06,13.3,0.78,77.81,38.26
2019-12-21,"Vindhyachal STPS, Singrauli - MPPCB",147.97,284.93,9.6,323,73,14.8,0.0,81.25,13.99,0.72,46.97,32.32
2019-12-22,"Vindhyachal STPS, Singrauli - MPPCB",161.79,297.9,8.6,339,77,15.7,0.0,82.08,16.49,0.67,47.76,37.55
2019-12-23,"Vindhyachal STPS, Singrauli - MPPCB",173.11,291.0,9.2,351,82,15.8,0.0,121.15,22.13,0.44,58.51,18.62
2019-12-24,"Vindhyachal STPS, Singrauli - MPPCB",215.59,308.93,11.2,30,82,16.2,0.0,61.38,26.77,0.41,70.22,29.93
2019-12-25,"Vindhyachal STPS, Singrauli - MPPCB",221.61,301.33,9.7,16,86,15.7,4.3,78.94,28.34,0.8,91.4,12.09
2019-12-26,"Vindhyachal STPS, Singrauli - MPPCB",187.96,286.37,13.1,352,72,14.5,0.0,46.75,27.37,0.63,66.66,52.49
2019-12-27,"Vindhyachal STPS, Singrauli - MPPCB",154.62,248.89,10.4,328,80,10.3,0.0,41.03,19.87,1.11,59.21,39.5
2019-12-28,"Vindhyachal STPS, Singrauli - MPPCB",162.36,264.7,8.4,356,81,10.0,0.0,63.15,20.94,0.57,71.4,26.31
2019-12-29,"Vindhyachal STPS, Singrauli - MPPCB",174.62,261.46,8.8,14,79,10.3,0.0,53.91,21.56,0.17,44.69,15.72
2019-12-30,"Vindhyachal STPS, Singrauli - MPPCB",194.28,314.68,13.2,58,83,10.8,0.0,79.4,18.77,0.71,74.14,27.84
2019-12-31,"Vindhyachal STPS, Singrauli - MPPCB",206.0,340.0,11.1,84,80,13.0,0.4,83.3,20.3,1.17,39.15,5.2
